Ids,CHG,SMILES,True vals,AttentiveFP,GraphConv,GCN,GAT,DAG,Set
CHEMBL1481100,0,OCCN(c1nccnc1)C,-2.043004154,-2.1859891,-2.1759655,-2.0027077,-2.0840228,-2.231317,train
CHEMBL1481505,0,Clc1cc(c2nc(n[nH]2)C)ccc1,-2.1185727908,-2.0924454,-2.181785,-2.1687286,-2.2041247,-2.1955547,train
CHEMBL1481830,0,O=c1[nH]n(c2ccccc2)cc1,-2.3820017887,-2.3951588,-2.2599561,-2.263946,-2.2836442,-1.9264903,test
CHEMBL1482042,0,O1C(=O)c2c(c(OC)cc(OC)c2)C1,-1.9115069571,-1.9895405,-1.9180894,-2.000449,-2.1990392,-1.9374872,train
CHEMBL1482220,0,O=c1[nH]cnc2c1n(nc2)C,-2.1695629972,-2.1857982,-2.343383,-2.0753965,-2.0804431,-2.0259736,train
CHEMBL1482506,0,O1[C@H](C1)CCOCc1ccccc1,-2.9839312099,-2.9555721,-3.1478448,-3.0377333,-3.0970943,-2.9287004,train
CHEMBL1482665,0,o1c(C(=O)n2nc(nc2)N)ccc1,-1.4497271782,-1.5238682,-1.5255557,-1.4562835,-1.454725,-1.4930063,train
CHEMBL1483535,0,[P@]1(=O)(c2ccccc2)CC(=CC1)C,-2.6292540082,-2.6049242,-2.7611582,-2.6764705,-2.6985366,-2.4886134,train
CHEMBL1483821,0,n12nc(cc(c1nnc2)C)C,-1.8696454256,-1.7455213,-2.2210991,-1.8146831,-1.9075346,-1.9404664,test
CHEMBL1483840,0,o1c(cccc1=O)C#CC#CC,-1.0434482688,-0.96891385,-0.8955524,-1.0593559,-1.1475718,-1.293252,train
CHEMBL1483877,0,O(c1c(C(=O)N)cccc1)CC,-2.3436544798,-2.1462426,-2.1793523,-2.2803268,-2.3038614,-2.180993,train
CHEMBL1484022,0,s1c(nc(c1C)C)NC(=O)C1CC1,-2.9547260038,-2.9012804,-3.006271,-2.8714974,-2.8033159,-2.9447522,train
CHEMBL1484025,0,[O-][N+](=O)c1cnc(N2CCCC2)cc1,-0.7043662802,-0.5878209,-0.5022835,-0.79014313,-0.70727813,-0.73186916,train
CHEMBL1484194,0,S=c1[nH]c(O)cc(c1C#N)C,-1.7936708477,-1.8009775,-1.6084063,-1.7862955,-1.772531,-1.8003308,train
CHEMBL1484648,0,[O-][N+](=O)c1cc2c(nn(c2)C)cc1,-0.5639354251,-0.27981305,-0.52054226,-0.6545339,-0.71139234,-0.57825494,test
CHEMBL1484947,0,O1[C@H](OC(=O)C)C[C@@H](O[C@@H]1C)C,-2.7596409035,-2.6460924,-2.7665627,-2.8371556,-2.7656443,-2.7221847,train
CHEMBL1485282,0,Oc1c2ncc(C3CC3)cc2ccc1,-1.9873718531,-2.083148,-1.9846563,-2.0844278,-2.197683,-2.0428658,train
CHEMBL1485479,0,s1c([N+](=O)[O-])ccc1/C(=N/O)/N,-0.2745824198,-0.4556135,-0.36092457,-0.50641346,-0.40839675,-0.3970667,train
CHEMBL1485767,0,n1(c(=N)cc(cc1)C)C,-2.5750483211,-2.5323102,-2.6689985,-2.394419,-2.684036,-2.868384,test
CHEMBL1486222,0,Clc1c2c(c(nc1)C#N)cccc2,-1.1791917703,-1.1815772,-1.2098194,-1.4213216,-1.5074685,-1.4255286,train
CHEMBL1486386,0,N(c1nnn[nH]1)c1ccccc1,-3.7698969487,-3.539679,-3.396592,-3.1168242,-3.1974242,-3.1596217,train
CHEMBL1486447,0,O(c1c(N)ccc(OC)c1)C,-3.1599811603,-3.2149944,-3.292496,-3.062991,-3.1645396,-3.1159058,train
CHEMBL1486555,0,O=C(NNC(=[NH2+])N)C(=O)[O-],-2.1388982016,-2.0763812,-2.0360706,-2.1734598,-1.8813474,-2.3809252,train
CHEMBL1487281,0,O=C(O)CN(C(C)C)CC(=O)O,-3.0633361428,-3.0965166,-3.0804884,-2.9143312,-2.8440526,-3.0381227,train
CHEMBL1487351,0,S(/C(=N\CC=C)/NC#N)C,-2.5788549175,-2.5976672,-2.6926749,-2.7003744,-2.5610783,-2.5404058,train
CHEMBL1487448,0,O=c1n(c(cc(O)c1)C)CC,-2.567149135,-2.6025646,-2.5882795,-2.4128048,-2.5382464,-2.657238,train
CHEMBL1487622,0,N(CC(=C)C)CCN,-3.4934688343,-3.4541707,-3.74919,-3.4845424,-3.3809836,-3.2728887,train
CHEMBL1488099,0,S=c1[nH]c(O)c(c(=O)[nH]1)CC=C,-2.3950376259,-2.2774386,-2.308154,-2.2680898,-2.5497088,-2.279017,train
CHEMBL1488435,0,s1c2ncnc(N)c2c(c1C)C,-2.7811805068,-2.6366868,-2.7040644,-2.5928752,-2.4681313,-2.6276708,valid
CHEMBL1488704,0,NC1=C(C(Cc2c1cccc2)(C)C)C#N,-2.0363629699,-2.0431962,-2.0133815,-2.2258224,-2.2572584,-2.117888,train
CHEMBL1489129,0,N12C(=NCCC1)CCCCC2,-3.6273633312,-3.6166155,-3.7315738,-3.4368107,-3.6193392,-3.4513574,train
CHEMBL1490262,0,N(c1cc(N)ccc1)c1ccccc1,-3.1500583277,-3.1999595,-3.3714821,-3.0938995,-3.1137414,-2.9286003,train
CHEMBL1490434,0,O1CCN(/C(=N/C(=N)N)/N)CC1,-3.2134045577,-3.2398322,-3.3132565,-3.25544,-3.2294285,-3.1695209,train
CHEMBL1490443,0,O(C(=O)c1cnccc1)CCCC,-1.8647726729,-1.8305657,-1.6507801,-1.8699641,-1.817812,-1.8971944,train
CHEMBL1490851,0,O=C(CCc1ccccc1)C,-2.7073718461,-2.7373734,-2.8640893,-2.7676933,-2.67823,-2.7159271,train
CHEMBL1490879,0,s1nncc1Oc1ccc(F)cc1,-1.8558463592,-2.0473757,-2.1015372,-2.1708362,-1.9824383,-2.0933497,train
CHEMBL1491011,0,Clc1cc2c([nH]ccc2=O)cc1,-1.9066761885,-1.9888299,-1.8880724,-1.8640529,-1.8935938,-1.8429669,train
CHEMBL1491146,0,s1c2c(sc(c2C)C)nc1N,-2.87179777,-2.9367442,-2.9398558,-2.7620273,-2.816462,-2.8650498,train
CHEMBL1491337,0,O=C1NCC(NC(C1)(C)C)(C)C,-3.2834697338,-3.3395555,-3.268389,-3.2612941,-3.2605379,-3.0683742,train
CHEMBL1491504,0,O(C(=O)NCc1ccccc1)CC,-3.2095907171,-3.3474302,-3.2723324,-3.265562,-3.2651548,-3.0954118,valid
CHEMBL1491585,0,S=C(N1CCOCC1)NCC=C,-2.8467353604,-2.8302917,-2.923064,-2.8899653,-2.7292879,-2.6876078,valid
CHEMBL1491759,0,OCCn1nnnc1N,-2.7845995643,-2.9884553,-3.085252,-2.9029555,-3.0677757,-3.0776916,train
CHEMBL1491899,0,c12c3c4Cc1cccc2ccc3ccc4,-2.3228907136,-2.2725759,-2.344406,-2.300205,-2.5813062,-2.2961774,train
CHEMBL1492416,0,Clc1[nH]c(=O)sc1C#N,-1.5545908002,-1.4558395,-1.6800023,-1.6051782,-1.7052224,-1.7524794,train
CHEMBL1492434,0,[O-][N+]1=C(C(=O)N(O)[C@H](C1(C)C)C)C,-1.2248476876,-1.3354332,-1.0998564,-1.1862738,-1.2749875,-1.2523766,train
CHEMBL1492809,0,S(=O)(=O)(NCC)c1ccc(cc1)C,-2.2243696065,-2.2068653,-2.2097738,-2.2909029,-2.3612344,-2.0679922,train
CHEMBL1492878,0,S=C1N(C(=O)[C@@H](N1)C)CC=C,-2.4227660289,-2.245953,-2.4248836,-2.393172,-2.2483118,-2.362186,valid
CHEMBL1492884,0,N1C(=N)c2c(C1=N)cc1c(c2)cccc1,-2.1544860188,-1.8872772,-1.8977659,-1.9600965,-1.8858967,-1.8672868,train
CHEMBL1493170,0,O=C(N)c1c(nccc1)NCCC,-2.0810503445,-2.2161307,-2.1398833,-2.3437064,-2.365651,-2.075265,train
CHEMBL1493272,0,o1c(c2ccc(cc2)C)cnc1,-2.4583826369,-2.4835448,-2.6135428,-2.4572847,-2.4853406,-2.4332285,train
CHEMBL1493326,0,O=Cc1ccc(n2c(ncc2)C)cc1,-1.472003794,-1.468941,-1.5435051,-1.6511277,-1.4288161,-1.620396,train
CHEMBL1495267,0,O(c1c2[nH]ncc(=O)c2ccc1)C,-1.5133732478,-1.7016845,-1.6187261,-1.576451,-1.6892407,-1.6400717,train
CHEMBL1496326,0,S=c1[nH]c(n2c(ccc2C)C)n[nH]1,-2.9354511571,-3.0373588,-2.9965262,-2.9567838,-3.113731,-3.0173135,train
CHEMBL1496532,0,o1c(ccc1C)/C=C/C(=O)C,-1.4431463277,-1.3646401,-1.2736491,-1.4191695,-1.3777783,-1.6142299,train
CHEMBL1496855,0,O=C(O)[C@@H](N)c1nnn[nH]1,-2.6445325147,-2.794007,-2.665742,-2.6826775,-2.5704572,-2.6558867,train
CHEMBL1497005,0,n1(c2c3c(nc1C)cccc3ccc2)C,-2.7320548429,-2.6979392,-2.6300395,-2.447996,-2.7165515,-2.488972,train
CHEMBL1497171,0,Brc1c(ncc(c1)C#N)N,-2.1616004366,-1.9994204,-2.024449,-2.082828,-2.1089153,-2.0841625,train
CHEMBL1498344,0,O(C1CN(C(C)(C)C)C1)C(=O)N,-3.2089377833,-3.2385702,-3.3835175,-3.1407,-3.2274685,-3.1527343,train
CHEMBL1498492,0,o1c(C(=O)NC(C#N)(C)C)ccc1,-2.7112897633,-2.1906462,-2.3094554,-2.3042166,-2.243612,-2.5124793,train
CHEMBL1499114,0,n12nc(N3CCCC3)ccc1nnc2,-1.8893071894,-1.7986064,-1.737921,-1.6934036,-1.8380492,-1.9568034,train
CHEMBL1499358,0,O=c1n(c(cc(c1C#N)C)C)CC=C,-1.7823634157,-1.974466,-1.9508954,-2.0055313,-1.8477643,-1.8759663,test
CHEMBL1499368,0,s1nnnc1Nc1ccc(F)cc1,-3.1103668284,-3.0041437,-2.85345,-2.5451152,-2.6472454,-2.7704983,train
CHEMBL1499416,0,n1(nc(N)cc1)Cc1ccccc1,-3.0008736692,-3.188052,-3.3572,-3.1068318,-3.1160278,-2.8191328,train
CHEMBL1499749,0,o1nc(cc1N)CC(C)(C)C,-3.0915036313,-3.170294,-3.3241503,-3.0806522,-3.2715867,-3.0192785,valid
CHEMBL1499785,0,o1nc2c(n1)cccc2N/C=N\O,-1.0024657893,-1.3675076,-0.998328,-1.304754,-1.3823149,-1.1684964,train
CHEMBL1499795,0,s1c(CNC(=O)N)ccc1,-3.0352694604,-3.1516414,-3.3256118,-3.214516,-3.1516688,-3.2081013,valid
CHEMBL1500093,0,O=C(N1CCN(CC1)C=O)CC#N,-3.0917731194,-3.01414,-2.7647476,-2.720607,-2.887727,-2.64224,valid
CHEMBL1500351,0,O=c1[nH]c(=O)[nH]cc1c1ccccc1,-1.9859231164,-1.9305547,-1.8008059,-1.8209883,-1.9931781,-1.9054565,train
CHEMBL1500771,0,O=c1[nH]nc(cc1)/C=C/c1ccccc1,-1.4179087785,-1.4161909,-1.2514398,-1.2514634,-1.4416571,-1.1360168,test
CHEMBL1500978,0,n1c2c(cc3c1CCCCC3)cccc2,-2.1741368914,-2.106768,-2.041655,-2.1478446,-2.100964,-2.1227183,test
CHEMBL1501647,0,On1nnc2c1c1c(cc2)cccc1,-2.2610628759,-2.040267,-2.2545996,-2.0939581,-2.0467012,-2.1922524,train
CHEMBL1502367,0,[O-][N+](=O)/C=C(/Nc1ccccc1)\NN,-1.4109189729,-1.3729974,-1.0313761,-1.3132766,-1.2670441,-1.3338742,train
CHEMBL1503132,0,O(c1cc2n(cc(c2cc1)C=O)C)C,-1.9909194279,-2.0832899,-1.8675247,-1.988355,-2.0942957,-1.7850481,train
CHEMBL1503675,0,n12ncc(c2nccc1C1CC1)C,-2.1681510858,-2.2969916,-2.4071758,-2.2328885,-2.45111,-2.2921524,train
CHEMBL1503875,0,S1c2n(c(=O)cc(O)n2)CCC1,-2.1883567943,-2.43333,-2.3438287,-2.2617567,-2.293535,-2.2339659,train
CHEMBL1504264,0,s1c2c(nc1C)ccc([N+](=O)[O-])c2,-0.4790605622,-0.375719,-0.41363508,-0.6085047,-0.6405862,-0.49282074,train
CHEMBL1504654,0,O=Cc1c(n2ncnc2)cccc1,-1.3617697019,-1.2730016,-1.2665355,-1.3373705,-1.3096488,-1.5055907,test
CHEMBL1504687,0,n1(c2c(c(ccc2)C)C#N)cccc1,-2.0359298397,-2.3715696,-2.136863,-2.43048,-2.3938346,-2.350728,valid
CHEMBL1504781,0,o1c(/C=C/2\NC(=O)CNC2=O)ccc1,-1.6399820928,-1.3637023,-1.4056935,-1.5676563,-1.7201719,-1.570342,test
CHEMBL1504819,0,[O-][N+](=O)c1c([nH]nc1)C(C)(C)C,-0.7558526222,-0.97288287,-0.84561753,-0.912793,-0.77609277,-0.9476174,train
CHEMBL1504884,0,OCc1nnn(c1N)c1ccccc1,-2.7120266602,-2.5832524,-2.8794248,-2.7130277,-2.8666053,-2.7013633,train
CHEMBL1504962,0,O=C(NC1CCCC1)c1[nH]ncn1,-1.998900198,-1.8192929,-1.9573808,-2.034948,-1.8985016,-1.9504572,valid
CHEMBL1505382,0,O=C(N[C@@H]1[C@H]2[C@H](C[C@H](C2)C1)CC)C,-3.2275618014,-3.315155,-3.4281032,-3.3138297,-3.2987666,-3.359544,test
CHEMBL1505547,0,O=C(O)c1c(cnc(c1N)C)C(=O)O,-1.1882622024,-1.2919809,-1.539427,-1.4218605,-1.469944,-1.3685471,train
CHEMBL1506061,0,O=C(N[C@H](/C=C/c1ccccc1)C)N,-2.6904554189,-2.5703669,-2.7206366,-2.6528895,-2.5839949,-2.817916,train
CHEMBL1506228,0,O=C(C=C)CC,-1.6543311732,-1.7021979,-1.7161957,-1.6668036,-1.708343,-1.8547527,train
CHEMBL1506236,0,O=c1[nH]c(cc(N(C)C)c1C#N)C,-2.0759225165,-2.0638962,-1.8632079,-2.067972,-2.0458233,-2.1203132,train
CHEMBL1506286,0,n12c(nnc1CCCCC2)C1CC1,-3.7825171476,-3.7912862,-3.9281383,-3.4591286,-3.5723069,-3.53132,train
CHEMBL1506363,0,S=c1c2c([nH]c(c1)C)c(ccc2)C,-1.7063805453,-1.8849562,-1.6858231,-1.8497988,-1.7498815,-1.681593,valid
CHEMBL1506389,0,S(c1ncc(cc1[N+](=O)[O-])C)CC,-0.5459637826,-0.52839327,-0.27958325,-0.69121796,-0.6599947,-0.6353764,train
CHEMBL1506642,0,O1CCN(c2nc(n[nH]2)N)CC1,-3.2496647869,-3.448125,-3.5782688,-3.2652867,-3.4223728,-3.1906917,train
CHEMBL1507805,0,O=c1n(c(N)c(c(=O)[nH]1)CC)CCC,-2.7267653721,-2.7113428,-2.789027,-2.5114477,-2.7780564,-2.9843173,train
CHEMBL1507813,0,o1nc(c2occc2)cc1N,-2.4072461344,-2.5979445,-2.4565208,-2.3679664,-2.4352348,-2.390092,train
CHEMBL1508066,0,N1(c2nc(nc(c2)C)N)CCCCC1,-2.7920034224,-2.918119,-2.943326,-2.637031,-2.8465369,-2.7496428,train
CHEMBL1509049,0,Clc1cc2n(c(=O)n(c2nc1)C)C,-2.3652071606,-2.306028,-2.3490036,-2.2537358,-2.2974784,-2.5333147,train
CHEMBL1509349,0,Oc1n[nH]c(C2CCNCC2)c1,-3.5549621722,-3.4515061,-3.5521948,-3.49139,-3.5544794,-3.3309162,valid
CHEMBL1509447,0,Nc1c2c(ccc1C)cc(cc2)C,-2.5689583601,-2.7493415,-2.7370853,-2.6310995,-2.6710565,-2.6371222,test
CHEMBL1509639,0,S=c1[nH]c2c([nH]1)ccc(OC)c2,-2.7835903423,-2.8391857,-2.8499408,-2.8426566,-2.770827,-2.8559184,train
CHEMBL1509870,0,s1c(SC)c(cc1C)C=O,-1.5358786352,-1.5236074,-1.4355527,-1.676217,-1.7954829,-1.7270119,train
CHEMBL1510512,0,O=C(c1cnc(cc1)C)/C=C/N(C)C,-1.7780350752,-1.8975918,-1.6825194,-1.5839559,-1.4837563,-1.6970564,train
CHEMBL1510693,0,S=C(N1c2c(CCC1)cccc2)N,-2.6290244959,-2.7682655,-2.8558426,-2.857848,-2.7201722,-2.8121977,train
CHEMBL1511173,0,O=c1[nH]c(c([nH]1)C)CN1CCCCC1,-3.811627735,-3.7426572,-3.4208605,-3.4782736,-3.470308,-3.080247,test
CHEMBL1511343,0,s1nnc(c1N)C(=O)OCC,-2.2288377329,-2.2173991,-2.175684,-2.159626,-2.0591016,-2.1836028,train
CHEMBL1511753,0,O=C1NC(=C2[C@@H](N1)CCCC2)C(C)C,-3.6266438065,-3.588026,-3.652973,-3.4367485,-3.426707,-3.3514838,train
CHEMBL1512933,0,O1[C@H]2[C@@]3([C@]([C@@H]1CC2)(C(=O)OC3=O)C)C,-2.6735269891,-2.6997414,-2.5753596,-2.5903318,-2.6030135,-2.7615647,train
CHEMBL1515279,0,Fc1c(c(F)ccc1)C(=C)NC(=O)C,-2.2849473808,-2.3484612,-2.3263416,-2.2332945,-2.2344677,-2.0585115,train
CHEMBL1516077,0,O=C1N(C(=O)C[C@H]1c1ccccc1)C,-2.6384513042,-2.636081,-2.6293745,-2.7591975,-2.7917838,-2.8303704,train
CHEMBL1516097,0,O(/N=[N+](\[O-])/NC(C)C)COC(=O)C,-1.5645171815,-1.5135659,-1.5955873,-1.7313403,-1.702898,-1.5307811,train
CHEMBL1517194,0,O[C@H](c1c(cccc1)C)c1cnccc1,-2.5220930051,-2.513876,-2.7207725,-2.6278925,-2.5273323,-2.545047,test
CHEMBL1518195,0,O(NC(=O)N)C[C@@H]1NC(=O)NC1=O,-2.6645956853,-2.6108239,-2.6875684,-2.7336156,-2.740083,-2.8413324,train
CHEMBL1518308,0,S(c1nc(cc(=O)[nH]1)COC)C,-1.9890721587,-1.988527,-1.9185799,-1.959789,-2.037332,-2.048935,train
CHEMBL1518628,0,O=C(O)[C@H]1[C@@H](CC(=C[C@H]1C)C)C(=O)O,-3.1596991893,-3.1898909,-3.2088358,-2.9550934,-2.9386299,-3.2366562,train
CHEMBL1519006,0,n1(nnc(c1N)C#N)Cc1ccccc1,-3.075991659,-3.1270413,-3.170545,-2.7695243,-2.7884994,-2.983825,train
CHEMBL1519049,0,S=c1[nH]ncc2c1cccc2,-1.5862362731,-1.5038108,-1.5313227,-1.3923944,-1.3445129,-1.7380763,test
CHEMBL1520269,0,[O-][n+]1c2c([n+]([O-])c(c1CC)C)CCC2,-1.4975159005,-1.6504643,-1.7890193,-1.646165,-1.6364937,-1.6740706,train
CHEMBL1522339,0,S1[C@H](C(=O)N=C1N)CC,-2.294677629,-2.30972,-2.1585891,-2.3172903,-2.2774405,-2.374845,train
CHEMBL1522938,0,N1C(C=C(N/C/1=N\C#N)C)(C)C,-2.8286210811,-2.9799554,-2.9369133,-2.9137752,-2.6784859,-2.703631,train
CHEMBL1523263,0,S=C(N)c1oc(cc1)C(=S)N,-1.0658387859,-1.0531807,-1.3558472,-1.063007,-1.0998278,-1.3186262,test
CHEMBL1523294,0,O1c2n(c(=O)cc(n2)C)C[C@@H]1CO,-2.4262102284,-2.4459257,-2.44635,-2.2583182,-2.2340019,-2.4241483,train
CHEMBL1523789,0,o1nc(nc1N)c1nonc1N,-1.6179617754,-1.6136005,-1.3809879,-1.6370646,-1.6820917,-1.289328,valid
CHEMBL1523951,0,O(C(=O)c1n(c2c(n(cc2)C)c1)C)C,-2.3902346707,-2.6648471,-2.4599855,-2.4728434,-2.5155833,-2.3545194,train
CHEMBL1523958,0,O=C(N)CCCCC,-3.1865637323,-3.257598,-3.3848789,-3.2728465,-3.2378836,-3.1293797,train
CHEMBL1524348,0,Clc1[nH]c(SC)nc(=O)c1,-1.6716241237,-1.8060106,-1.7120916,-1.7763458,-1.7115598,-1.8616954,train
CHEMBL1524353,0,S=c1[nH]c(n[nH]1)C1CCCCC1,-2.8986141013,-2.9191234,-2.930742,-2.9782803,-3.108896,-2.8601413,train
CHEMBL1524379,0,O1C(=O)/C(=C\N(C)C)/C=C1C=O,-1.3845738234,-1.3783854,-1.0876348,-1.1328987,-1.1411438,-1.1423523,train
CHEMBL1525163,0,[O-][N+](=O)c1ncn(c1N(CC)CC)C,-0.7487026225,-1.063181,-0.7754446,-0.8389738,-0.9894812,-0.9267042,train
CHEMBL1525301,0,O(c1c(N)cccc1)CC,-3.2351137434,-3.2117064,-3.2865644,-3.144941,-3.265468,-3.1087475,valid
CHEMBL1525811,0,O=C([O-])Cc1[nH+]c2n(c1)ccc(c2)C,-2.0223308671,-1.6445519,-1.9398072,-1.9621941,-2.0614557,-1.8225733,test
CHEMBL1525892,0,n1c(nc(nc1N(C)C)C#N)N(C)C,-1.6167240497,-1.7802044,-1.4202915,-1.2625811,-1.4864004,-1.6261234,train
CHEMBL1525953,0,Oc1ccc(/N=N/c2ccccc2)cc1,-0.6420751674,-0.73055494,-0.8582617,-1.0186512,-1.1189935,-1.2782369,test
CHEMBL1525970,0,O=C(NNC(=O)CC(C)C)C(C)C,-3.4116123832,-3.2793365,-3.5323396,-3.1719122,-3.4443557,-3.311665,train
CHEMBL1527633,0,o1nccc1c1c(n(nc1)C)C(=O)O,-1.6024997182,-1.7465478,-1.7586406,-1.6268958,-1.6789567,-1.835992,valid
CHEMBL1528012,0,Clc1c(Cl)ccc(c1)C=O,-1.3460711953,-1.1638573,-1.4436363,-1.3819418,-1.2969408,-1.485764,train
CHEMBL1528243,0,O(c1c(O)n[nH]c1C)c1ccccc1,-3.2827971526,-3.1027398,-3.3188603,-3.206371,-3.1137478,-3.1354184,test
CHEMBL1528282,0,N=C(N)c1ccccc1,-2.3673352935,-2.349255,-2.4103563,-2.3860033,-2.3050175,-2.3306751,train
CHEMBL1528623,0,O=c1n(c2c([nH]1)cccc2)CCCC,-3.0599576095,-3.1788778,-3.07631,-3.1279185,-3.0048094,-3.0616593,train
CHEMBL1528653,0,O=C1C(=CCCC1)[C@@H]1CC(=O)CCC1,-1.9285015532,-1.9839141,-1.8308986,-1.8349634,-1.8928304,-1.8956256,train
CHEMBL1528738,0,O(C(=O)Cc1[nH]nnn1)CC,-2.8519647296,-2.9756851,-2.9555554,-2.8406289,-2.8638508,-2.928327,train
CHEMBL1529707,0,n1c2c3c(nccc3)ccc2ccc1,-2.004237922,-1.7798951,-1.8278861,-1.8329092,-1.8180001,-1.8518863,train
CHEMBL1529768,0,Clc1c2[nH]ccc(=O)c2ccc1,-1.8725388714,-2.0231442,-1.8956848,-1.8551334,-1.9422579,-1.8443588,train
CHEMBL1529908,0,S=C(Nc1cc(O)ccc1)N,-2.6660522706,-2.717277,-2.7659574,-2.7305667,-2.6403835,-2.6446526,train
CHEMBL1530269,0,s1c2c(NC(=O)CCCC2)cc1C,-3.2628225087,-3.022491,-3.1511815,-3.0537226,-3.2104752,-2.9783444,train
CHEMBL1530501,0,O(c1nc2nc(cc(c2cc1)C)C)C,-2.0517783243,-2.0962574,-1.9112885,-1.8967798,-1.8921435,-1.9046315,train
CHEMBL1530544,0,n1c(N)c(c(cc1C)C)C#N,-2.2700683617,-2.3410115,-2.3275332,-2.338792,-2.3206909,-2.2322297,train
CHEMBL1530830,0,Oc1nncn2c1cc1c2ccc(c1)C,-2.0292480778,-2.1856627,-2.3433735,-2.17324,-2.1762278,-2.149019,train
CHEMBL1530903,0,n12c3c(c(cc1nnc2)C)cccc3,-2.0884216825,-2.0769596,-2.2785108,-2.1138904,-2.1479788,-2.2110376,valid
CHEMBL1530916,0,N([C@@H](C#Cc1ccccc1)CC=C)(C)C,-2.5413427417,-2.7369914,-2.6438353,-2.5499504,-2.7442296,-2.5412364,train
CHEMBL1531025,0,O(C(=O)C([C@@H](O)C(C)C)(C)C)CC,-2.8011926792,-2.9390886,-2.7686505,-2.7976086,-2.873775,-2.8193383,train
CHEMBL1531091,0,O(C(=O)c1c(c([nH]c1C)C)C=O)CC,-2.0634697777,-2.2897625,-2.1179664,-1.940527,-2.208537,-1.9113901,train
CHEMBL1531298,0,S=c1n2c(n[nH]1)nc(cc2C)C,-1.7205787324,-2.1179223,-2.433359,-2.2662492,-2.1665583,-2.2625182,test
CHEMBL1531403,0,S=c1[nH]c(c2ccccc2)c[nH]1,-2.495270656,-2.4679215,-2.720787,-2.656412,-2.540712,-2.6607237,valid
CHEMBL1531579,0,S=c1n(N)c(n[nH]1)NN,-2.7459385227,-2.8551822,-2.8980987,-2.8076608,-2.7025082,-2.8431501,train
CHEMBL1532031,0,OC1=CC(=O)c2c1c([N+](=O)[O-])ccc2,-0.0889571937,-0.07096195,-0.05629596,-0.102193154,-0.15557888,-0.28565013,train
CHEMBL1532709,0,O(C1=CC(=O)NC1)Cc1ccccc1,-2.7064727542,-2.5638323,-2.5513706,-2.5435574,-2.517451,-2.6836681,train
CHEMBL1532888,0,O1c2c(NCC1)cc(cc2)C,-3.1019999778,-3.1905746,-3.2264912,-3.114874,-3.1686957,-3.0530305,train
CHEMBL1533193,0,n1c2c(ccc(c2N)C)ccc1,-2.1762563882,-2.306735,-2.321995,-2.3247173,-2.424938,-2.3421972,test
CHEMBL1533226,0,Clc1ncnc(NCCO)c1N,-2.448625023,-2.51691,-2.6309135,-2.495454,-2.557356,-2.485604,test
CHEMBL1533393,0,s1c(CCNC(=O)C2CC2)ccc1,-3.3528439623,-3.1647038,-3.381557,-3.13342,-3.1548274,-3.0078516,train
CHEMBL1533625,0,S(c1nc([nH]c(=O)c1C#N)C)C,-1.4896557263,-1.4395989,-1.5673953,-1.6192094,-1.7324722,-1.6032664,train
CHEMBL1534472,0,N(c1ncccn1)(c1ccccc1)C,-2.2762892009,-2.451699,-2.4057941,-2.3273299,-2.4634285,-2.4252625,train
CHEMBL1534940,0,O=C1NC(=O)NC1=O,-0.7511779464,-0.7317354,-0.5509533,-0.6798177,-0.7585238,-0.7935466,train
CHEMBL1535009,0,o1c(N(C)C)ccc1C=O,-1.9034224697,-1.919736,-1.523667,-1.765695,-1.8331494,-1.8537455,test
CHEMBL1535093,0,o1nc2c3c(nncc3)CCc2n1,-1.2317837091,-1.0799552,-1.1747214,-1.0526948,-1.0793018,-1.2476417,train
CHEMBL1535174,0,n1c(ccc(c1)CC)C=C(CC)CC,-2.4793812292,-2.473228,-2.4967508,-2.4777088,-2.5209253,-2.17518,train
CHEMBL1535223,0,S(c1[nH]nnn1)CCCC,-2.5331849521,-2.6305306,-2.8603065,-2.5626845,-2.732909,-2.827413,train
CHEMBL1535371,0,O(N=O)CCC(C)C,-0.9839305176,-1.1810715,-1.1085393,-1.3816445,-1.1708343,-1.2088554,valid
CHEMBL1536385,0,n1c2c(c(nc1N)C)CCCC2,-2.6660202244,-2.7998657,-2.9680321,-2.6855476,-2.7001836,-2.688355,test
CHEMBL1536483,0,O=c1n2c(c(c(c1)C)C#N)cccc2,-1.6234060732,-1.6092162,-1.6125365,-1.6286665,-1.4795637,-1.7087051,train
CHEMBL1536581,0,O=c1n2n(c(=O)cc1)CC(O)C2,-1.4040532963,-1.4346592,-1.3875636,-1.4778191,-1.4822769,-1.4064192,train
CHEMBL1536771,0,O=C(N)/C(=C(/NC1CCCC1)\C)/C#N,-2.1677693999,-2.352162,-2.257429,-2.3879297,-2.2376118,-2.1095974,train
CHEMBL1536927,0,S1C([C@H](N(C1=S)C)NO)(C)C,-2.3852493785,-2.274928,-2.2651088,-2.3758953,-2.2796793,-2.3386729,train
CHEMBL1537021,0,S(c1nc(=O)[nH]c(c1)C)C,-1.9324904035,-1.8971455,-2.043412,-1.8884981,-1.9440918,-2.0359538,train
CHEMBL1537215,0,O=C(NN)[C@@H]1[C@H](C1)c1ccc(cc1)C,-3.1265915501,-3.2301898,-3.3307972,-3.0296795,-3.221201,-3.1475601,train
CHEMBL1537242,0,O1[C@H](C(=CC1=O)C)Cc1ccncc1,-2.1977953228,-2.0207582,-2.1742284,-1.9208976,-1.9699132,-2.1544867,train
